seed,test_start,test_end,predicted_regime,realized_dominant_regime,forecast_correct,forecast_brier,vol_bucket,bucket,n_available_regime,n_hist_regime,prefer_stress,ranking,method,n_synth_series,n_train,n_draw,n_features,used_synth_fill,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,status,max_weight_used,hhi
42,2018-01-24,2018-04-17,0,3,0,0.8801698606540138,low,calm,627,504,True,stress,mixed,1,252,1,20,False,-0.9743679776772424,-1.810610141616281,-0.09842035195771504,-0.022038172070831107,-0.02806989579138669,-0.17820088739608264,0.18288869449598372,60,ok,0.9999999957445045,0.999999991489009
42,2018-01-24,2018-04-17,0,3,0,0.8801698606540138,low,calm,627,504,True,stress,regime,5,504,5,60,False,-0.891097083006829,-1.5979635037221906,-0.09551430232015723,-0.018574324986872198,-0.02834480632148684,-0.152628369191099,0.17128141490047874,60,ok,0.6652199916290972,0.5545952895305363
42,2018-01-24,2018-04-17,0,3,0,0.8801698606540138,low,calm,627,504,True,stress,mixed,5,252,5,60,False,-0.739753974911131,-1.448478549396068,-0.09648654454125516,-0.022642278455482844,-0.030577003087115275,-0.13975869007335637,0.18892590619759228,60,ok,0.9999999983341223,0.9999999966682447
42,2018-01-24,2018-04-17,0,3,0,0.8801698606540138,low,calm,627,504,True,stress,regime,20,504,20,210,False,-0.39896194965782356,-0.8427871093864592,-0.0916427322978054,-0.022721669402473808,-0.03001464134534611,-0.07723531344954451,0.1935906757919814,60,ok,0.6850332235554794,0.5684745876228771
42,2018-01-24,2018-04-17,0,3,0,0.8801698606540138,low,calm,627,504,True,stress,mixed,20,252,20,210,False,-0.744264695045149,-1.4996575386926505,-0.09830723324853119,-0.02257008782723527,-0.03218002549984177,-0.14742718344917657,0.19808434342063377,60,ok,0.5911241308200929,0.5166072144243246
42,2018-04-18,2018-07-10,3,1,0,0.29472489662694085,high,calm,220,220,True,stress,regime,0,220,0,10,False,1.40801496128714,3.4137508197372664,-0.0038733466369332836,-0.0006631117600414253,-0.0011435025891399846,0.013222640256957581,0.009390979940206087,60,ok,0.9999999780471914,0.9999999560943834
42,2018-04-18,2018-07-10,3,1,0,0.29472489662694085,high,calm,220,220,True,stress,mixed,0,252,0,10,False,-2.0295885736313406,-2.533296468834017,-0.11007007587077111,-0.014245686216575293,-0.016406745961732153,-0.2788401345277168,0.13738751693345216,60,ok,0.9999999786799896,0.9999999573599797
42,2018-04-18,2018-07-10,3,1,0,0.29472489662694085,high,calm,220,220,True,stress,regime,1,220,1,20,False,3.0685507850096525,8.096538964632733,-0.03887035421310292,-0.00927669834577099,-0.014663747321907108,0.31471533745546393,0.1025615541358798,60,ok,0.9999999938565589,0.9999999877131178
42,2018-04-18,2018-07-10,3,1,0,0.29472489662694085,high,calm,220,220,True,stress,mixed,1,252,1,20,False,1.760113946432286,4.946307495274693,-0.031804215344482856,-0.008921706256219115,-0.011457486411631102,0.15731342873974596,0.08937684350414757,60,ok,0.9999997428044317,0.9999994856089877
42,2018-04-18,2018-07-10,3,1,0,0.29472489662694085,high,calm,220,220,True,stress,regime,5,220,5,60,False,3.0453368510703753,8.039556905200447,-0.0385749702981647,-0.009242321593119131,-0.01454198817428417,0.31012566882851217,0.10183624472265168,60,ok,0.9708410830044025,0.9433826508505853
42,2018-04-18,2018-07-10,3,1,0,0.29472489662694085,high,calm,220,220,True,stress,mixed,5,252,5,60,False,1.7601135277497044,4.946306056859122,-0.03180421726181171,-0.008921706485852793,-0.01145748610468386,0.15731339247576268,0.0893768441612326,60,ok,0.9999999968354887,0.9999999936709774
42,2018-04-18,2018-07-10,3,1,0,0.29472489662694085,high,calm,220,220,True,stress,regime,20,220,20,210,False,2.3513436524246316,6.61073422925556,-0.032395272142829556,-0.008540339237573288,-0.012093847938769447,0.21415653442065247,0.09107836457670532,60,ok,0.638866334027691,0.5385677173719471
42,2018-04-18,2018-07-10,3,1,0,0.29472489662694085,high,calm,220,220,True,stress,mixed,20,252,20,210,False,1.6714941609000278,5.085264979927227,-0.03103739956113105,-0.009397468585784862,-0.012163413856255217,0.15783340105622842,0.09442653450326259,60,ok,0.6775062671755296,0.5630169497391744
42,2018-07-11,2018-10-02,0,0,1,0.09608839499438027,low,crisis,525,504,True,stress,regime,0,504,0,10,False,3.145115323250335,13.844382126852553,-0.01518859720452248,-0.0065761312261568,-0.007110024047401094,0.21027674367025367,0.06685819820843394,60,ok,0.9999997529988872,0.9999995059978478
42,2018-07-11,2018-10-02,0,0,1,0.09608839499438027,low,crisis,525,504,True,stress,mixed,0,252,0,10,False,-0.803718749099658,-1.7227704024963522,-0.047290681158806636,-0.010827555237809166,-0.015206724841595026,-0.08147098581428397,0.10136753174608583,60,ok,0.9999999667506254,0.9999999335012523
42,2018-07-11,2018-10-02,0,0,1,0.09608839499438027,low,crisis,525,504,True,stress,regime,1,504,1,20,False,-0.42175568600066415,-1.0548174169613627,-0.04802181965004515,-0.012200151226817295,-0.015233477356854914,-0.05065425176104504,0.12010330492844919,60,ok,0.9999999977638994,0.9999999955277987
42,2018-07-11,2018-10-02,0,0,1,0.09608839499438027,low,crisis,525,504,True,stress,mixed,1,252,1,20,False,0.91636999936047,3.9489996167278045,-0.01748098353243055,-0.007162050315037033,-0.008540484166448838,0.0690323972695933,0.07533245012142549,60,ok,0.999999997246919,0.999999994493838
42,2018-07-11,2018-10-02,0,0,1,0.09608839499438027,low,crisis,525,504,True,stress,regime,5,504,5,60,False,-0.40626605453724846,-1.017159641889397,-0.047194317905651206,-0.012135832143959937,-0.01500612691783766,-0.04800415550012654,0.11815940555212026,60,ok,0.9778580403097336,0.9566966131055923
42,2018-07-11,2018-10-02,0,0,1,0.09608839499438027,low,crisis,525,504,True,stress,mixed,5,252,5,60,False,2.731493444322206,12.227810864784562,-0.014875338091317913,-0.0066398871469210835,-0.007335826107640376,0.18189282073036084,0.06659097831936983,60,ok,0.8135251165249974,0.6918967545184375
42,2018-07-11,2018-10-02,0,0,1,0.09608839499438027,low,crisis,525,504,True,stress,regime,20,504,20,210,False,2.0212319287342804,8.816367762049346,-0.015559703901054878,-0.00669889675878569,-0.008290174191140592,0.13718007186029366,0.06786953536113863,60,ok,0.6769310360200752,0.5113004977309661
42,2018-07-11,2018-10-02,0,0,1,0.09608839499438027,low,crisis,525,504,True,stress,mixed,20,252,20,210,False,0.8383386565123944,3.19623833566935,-0.019642236000226965,-0.007116727185182724,-0.010027552675775714,0.06278126770219002,0.0748877165743124,60,ok,0.4221299395615017,0.37235600672802904
42,2018-10-03,2018-12-25,0,3,0,1.062047809120505,low,crisis,771,504,True,stress,regime,0,504,0,10,False,-4.077639965608414,-4.522167620598877,-0.19248739966929296,-0.027224239916335175,-0.032012364280330934,-0.8704602861577516,0.21347158981650619,60,ok,0.9999999873413765,0.9999999746827531
